clave,descripcion,clave_transporte,nacionalidad,designador_iata,linea_ferrea
EA0423,Angel Albino Corzo,03,México,TGZ,
EA0424,Abraham González,03,México,CJS,
EA0425,General Roberto Fierro Villalobos,03,México,CUU,
EA0426,Benito Juárez,03,México,MEX,
EA0427,Ciudad Acuña,03,México,ACN,
EA0428,Venustiano Carranza,03,México,LOV,
EA0429,Piedras Negras,03,México,PDS,
EA0430,Plan De Guadalupe,03,México,SLW,
EA0431,Francisco Sarabia,03,México,TRC,
EA0432,Licenciado Miguel De La Madrid,03,México,CLQ,
EA0433,Playa De Oro,03,México,ZLO,
EA0434,General Guadalupe Victoria,03,México,DGO,
EA0435,Base Aérea Militar No.1 Santa Lucia,03,México,NLU,
EA0436,Licenciado Adolfo Lopez Mateos,03,México,TLC,
EA0437,Guanajuato,03,México,BJX,
EA0438,General Juan N. Alvarez,03,México,ACA,
EA0439,Ixtapa Zihuatanejo,03,México,ZIH,
EA0440,Don Miguel Hidalgo Y Costilla,03,México,GDL,
EA0441,Francisco Primo De Verdad,03,México,LOM,
EA0442,Licenciado Gustavo Díaz Ordaz,03,México,PVR,
EA0443,Lázaro Cárdenas,03,México,LZC,
EA0444,General Francisco J. Mujica,03,México,MLM,
EA0445,Licenciado Y General Ignacio Lopez Rayón,03,México,UPN,
EA0446,General Mariano Matamoros,03,México,CVJ,
EA0447,Amado Nervo,03,México,TPQ,
EA0448,General Mariano Escobedo,03,México,MTY,
EA0449,Aeropuerto Del Norte,03,México,NTR,
EA0450,Bahías De Huatulco,03,México,HUX,
EA0451,Ixtepec,03,México,IZT,
EA0452,Xoxocotlan,03,México,OAX,
EA0453,Puerto Escondido,03,México,PXM,
EA0454,Estación Aeronaval De Salina Cruz,03,México,SCX,
EA0455,Hermanos Serdán,03,México,PBC,
EA0456,Ingeniero Fernando Espinoza Gutiérrez,03,México,QRO,
EA0457,Chetumal,03,México,CTM,
EA0458,Cancún,03,México,CUN,
EA0459,Cozumel,03,México,CZM,
EA0460,Ponciano Arriaga,03,México,SLP,
EA0461,Tamuin,03,México,TSL,
EA0462,Federal De Bachigualato,03,México,CUL,
EA0463,Federal Del Valle Del Fuerte,03,México,LMM,
EA0464,General Rafael Buelna,03,México,MZT,
EA0465,Ciudad Obregón,03,México,CEN,
EA0466,General Jose Maria Yáñez,03,México,GYM,
EA0467,General Ignacio Pesqueira Garcia,03,México,HMO,
EA0468,Nogales,03,México,NOG,
EA0469,Punta Peñasco,03,México,PPE,
EA0470,C.P.A. Carlos Rovirosa Perez,03,México,VSA,
EA0471,General Pedro J. Méndez,03,México,CVM,
EA0472,General Servando Canales,03,México,MAM,
EA0473,Quetzalcóatl,03,México,NLD,
EA0474,General Lucio Blanco,03,México,REX,
EA0475,General Francisco Javier Mina,03,México,TAM,
EA0476,El Lencero,03,México,JAL,
EA0477,Minatitlán,03,México,MTT,
EA0478,El Tajín,03,México,PAZ,
EA0479,General Heriberto Jara Corona,03,México,VER,
EA0480,Chichen Itzá,03,México,CZA,
EA0481,Licenciado Manuel Crescencio Rejón,03,México,MID,
EA0482,General Leobardo C. Ruiz,03,México,ZCL,
EA0483,Ing. Juan Guillermo Villasana,03,México,PCA,
EA0484,Piedras Negras,03,México,PNG,
EA0485,Aeropuerto Internacional de San Felipe,03,México,SFE,
EA0486,Bravo,03,México,AAB,
EA0487,Aero Agrícola El Caimanero,03,México,AAC,
EA0488,La Mezcalera,03,México,AAD,
EA0489,Agropecuaria Amparan,03,México,AAP,
EA0490,Ambas Aguas,03,México,AAS,
EA0491,Alisitos,03,México,AAT,
EA0492,Albatros Residencial Aéreo,03,México,ABT,
EA0493,Campo Berlín,03,México,ACB,
EA0494,Aeródromo Cabo Cortes,03,México,ACC,
EA0495,Cabo Cortés,03,México,ACC,
EA0496,Carneros,03,México,ACF,
EA0497,El Novillo De Guerrero,03,México,ACG,
EA0498,San Antonio Chablé,03,México,ACH,
EA0499,"Aero Club Valle De Bravo, A.C.",03,México,ACJ,
EA0500,Aeródromo Cutzarondiro,03,México,ACK,
EA0501,Col. Alamillo,03,México,ACN,
EA0502,Acaponeta,03,México,ACP,
EA0503,Acatita,03,México,ACT,
EA0504,Cucuyulapa,03,México,ACU,
EA0505,Divisadero Barrancas,03,México,ADB,
EA0506,Agrodesarrollo Carbonera             ,03,México,ADC  ,
EA0507,Las Adjuntas,03,México,ADJ,
EA0508,Acuagranjas,03,México,ADL,
EA0509,Del Mayo,03,México,ADM,
EA0510,Club Aereo Del Yaqui,03,México,ADY,
EA0511,Aerodeportes,03,México,AED,
EA0512,Ejido González,03,México,AEG,
EA0513,El Jefe,03,México,AEJ,
EA0514,El Mázate,03,México,AEM,
EA0515,Aerolandia,03,México,AER,
EA0516,El Socorro,03,México,AES,
EA0517,Rancho El Tinieblo,03,México,AET,
EA0518,Pista Aerodiaz,03,México,AEZ,
EA0519,Aerofumigaciones Castro,03,México,AFC,
EA0520,Aero Fumigaciones Cessna,03,México,AFE,
EA0521,Club Aéreo Francisco Lobo,03,México,AFL,
EA0522,Aerofumigaciones Maranatu,03,México,AFM,
EA0523,Fertifum,03,México,AFR,
EA0524,Aguaje Blanco,03,México,AGB,
EA0525,Agrícola Y Ganadera Gusalo,03,México,AGC,
EA0526,Los Algodones,03,México,AGD,
EA0527,Lorenzos,03,México,AGK,
EA0528,Aguaje Del Monte,03,México,AGM,
EA0529,San Agustín,03,México,AGS,
EA0530,El Guayabo,03,México,AGY,
EA0531,Agua Zarca De San Lucas,03,México,AGZ,
EA0532,El Ahijadero,03,México,AHO,
EA0533,Husky,03,México,AHS,
EA0534,Agrícola Las Isabeles,03,México,AIB,
EA0535,Jova Agrícola,03,México,AJC,
EA0536,Casa Acapulco,03,México,AKA,
EA0537,Álamos,03,México,ALA,
EA0538,Rancho Las Borregas,03,México,ALD,
EA0539,Algodonera De Tapachula,03,México,ALG,
EA0540,La Paz Sky Park,03,México,ALK,
EA0541,Aerofumigaciones LÓpez,03,México,ALP,
EA0542,Las Cartucheras,03,México,ALQ,
EA0543,Los Ojuelos,03,México,ALW,
EA0544,Alizal,03,México,ALX,
EA0545,Almoloya,03,México,ALY,
EA0546,AmatlÁn De Jora,03,México,AMA,
EA0547,Las Alamandas,03,México,AMD,
EA0548,Los Mezquites,03,México,AMK,
EA0549,Amaculi,03,México,AMQ,
EA0550,Aero Club Manitoba,03,México,AMT,
EA0551,General Miguel Alemán,03,México,AMV,
EA0552,And Port,03,México,ANP,
EA0553,Anna,03,México,ANS,
EA0554,Aéreo Servicio Nuñez,03,México,ANZ,
EA0555,Acocotla,03,México,AOC,
EA0556,Apozolco,03,México,APJ,
EA0557,Mieleras,03,México,APS,
EA0558,Aeropista Deportiva Tapalpa,03,México,APT,
EA0559,Los Sapos,03,México,APU,
EA0560,Pancho Villa,03,México,APV,
EA0561,Rancho El Armadillo,03,México,ARL,
EA0562,Aeromar,03,México,ARM,
EA0563,Aerofumigaciones Sarabia,03,México,ASB,
EA0564,Aerofumigaciones Solís,03,México,ASF,
EA0565,Alicia,03,México,ASH,
EA0566,Santa Inés,03,México,ASI,
EA0567,Cabo Sky Tours,03,México,ASL,
EA0568,Alfonsina'S Resort,03,México,ASN,
EA0569,Rancho El Casco,03,México,ASO,
EA0570,"Hacienda San Rafael
(Proyecto)",03,México,ASR,
EA0571,Aguascalientes,03,México,ASS,
EA0572,Aerofumigaciones Nayarit,03,México,AST,
EA0573,Aeroservicios La Victoria,03,México,ASV,
EA0574,Agrícola Santa Veneranda,03,México,ASX,
EA0575,Tierra Blanca,03,México,ATB,
EA0576,"Aeródromo De Tonala, Chiapas",03,México,ATG,
EA0577,Atotonilco,03,México,ATO,
EA0578,Tigrito,03,México,ATO,
EA0579,Autlán De Navarro,03,México,AUN,
EA0580,Aeródromo Villa Hidalgo,03,México,AVH,
EA0581,Los Ayuches,03,México,AYC,
EA0582,Ayuquila,03,México,AYL,
EA0583,La Azufrosa I,03,México,AZF,
EA0584,Gral. Pablo L. Sidar,03,México,AZG,
EA0585,El Zopilote,03,México,AZK,
EA0586,Los Aztecas,03,México,AZT,
EA0587,El Azulejo,03,México,AZU,
EA0588,Baborigame,03,México,BAB,
EA0589,Bacadehuachi,03,México,BAC,
EA0590,La Tuna De Badiraguato,03,México,BAD,
EA0591,Barajas,03,México,BAG,
EA0592,Barranca Honda,03,México,BAH,
EA0593,Bacis,03,México,BAI,
EA0594,El Bajío,03,México,BAJ,
EA0595,Bacoachí,03,México,BAK,
EA0596,Bamopa,03,México,BAM,
EA0597,Los Barrancos,03,México,BAO,
EA0598,Babunica,03,México,BAU,
EA0599,Aeródromo Bahía De Los Ángeles,03,México,BAX,
EA0600,Banarey,03,México,BAY  ,
EA0601,Rancho Bbb                           ,03,México,BBB,
EA0602,Barbechitos,03,México,BBC,
EA0603,BahÍa De Las Ballenas,03,México,BBS,
EA0604,El Báculo                            ,03,México,BCL  ,
EA0605,El Baztán,03,México,BCM,
EA0606,Banco Chinchorro,03,México,BCQ,
EA0607,Bacubirito,03,México,BCU,
EA0608,Bacayopa,03,México,BCY,
EA0609,Bacayopa Ii,03,México,BCZ,
EA0610,El Bajío Del Oso,03,México,BDO,
EA0611,Las Brisas,03,México,BGA,
EA0612,Las Bugambilias,03,México,BGM,
EA0613,Bahía,03,México,BHA,
EA0614,Bahía Kino,03,México,BHK,
EA0615,Bachoco,03,México,BHO,
EA0616,El Centenario,03,México,BJO,
EA0617,Pista Brekamaje,03,México,BKE,
EA0618,Leo,03,México,BLB,
EA0619,Aterrizaje De Muñoz,03,México,BLM,
EA0620,El Bolson,03,México,BLO,
EA0621,Balder,03,México,BLR,
EA0622,El Bramadero,03,México,BMO,
EA0623,Bahía Mujeres,03,México,BMS,
EA0624,Barra De Navidad,03,México,BND,
EA0625,Benny,03,México,BNY,
EA0626,Los Brasiles,03,México,BRA,
EA0627,El Barbechito,03,México,BRB,
EA0628,Borders,03,México,BRD,
EA0629,Las Brechas,03,México,BRE,
EA0630,El Barro,03,México,BRO,
EA0631,El Brasil,03,México,BRX,
EA0632,Bazonopita De Abajo,03,México,BSN,
EA0633,Bahía Soledad,03,México,BSO,
EA0634,Bastantita,03,México,BST,
EA0635,Bahía Asuncion,03,México,BSU,
EA0636,Pista Aérea Batan,03,México,BTN,
EA0637,Batopito,03,México,BTT,
EA0638,Betty,03,México,BTY,
EA0639,Buenavista,03,México,BUE,
EA0640,Buenavista De Atascaderos ,03,México,BVA,
EA0641,Club De Aviones Ultraligeros De Hermosillo,03,México,CAG,
EA0642,La Campanilla,03,México,CAM,
EA0643,Canelas,03,México,CAN,
EA0644,"Canoas
(Proyecto)",03,México,CAO,
EA0645,La Campana,03,México,CAP,
EA0646,Santa Barbara,03,México,CAT,
EA0647,Campo Victoria,03,México,CAW,
EA0648,La Ceiba,03,México,CBA,
EA0649,Cerro Bola,03,México,CBB,
EA0650,Cerro Bola,03,México,CBD,
EA0651,Cabrera,03,México,CBT,
EA0652,Calabazas,03,México,CBZ,
EA0653,Camargo,03,México,CCA,
EA0654,Ciudad Constitución,03,México,CCB,
EA0655,Casa Colorada,03,México,CCC,
EA0656,Casimiro Castillo,03,México,CCF,
EA0657,La Concordia,03,México,CCJ,
EA0658,Casa Colorada,03,México,CCK,
EA0659,Cuatro Caminos,03,México,CCM  ,
EA0660,Campo Cuatro,03,México,CCQ,
EA0661,Campo Cortes,03,México,CCR,
EA0662,Carricitos,03,México,CCS,
EA0663,Carlos Diaz Becerril,03,México,CDB,
EA0664,El Cedro ,03,México,CDB ,
EA0665,Chupadero Del Caballo               ,03,México,CDC,
EA0666,Gral. Roberto Fierro,03,México,CDG,
EA0667,Campo Diez,03,México,CDI,
EA0668,Cadeje,03,México,CDJ,
EA0669,Las Huastecas,03,México,CDM,
EA0670,Cedro Solo,03,México,CDO,
EA0671,Colorado,03,México,CDQ,
EA0672,Cedros,03,México,CDS,
EA0673,Ciénega Del Toro,03,México,CDT,
EA0674,Campo David,03,México,CDV,
EA0675,Cerro De Enmedio,03,México,CDW,
EA0676,Copa De Oro,03,México,CDX,
EA0677,Capitán Birotres,03,México,CEB,
EA0678,Cerros Colorados,03,México,CEC,
EA0679,Cedros,03,México,CED,
EA0680,Los Cerritos,03,México,CEE,
EA0681,El Crucero,03,México,CEO,
EA0682,La Ciénega,03,México,CES,
EA0683,Cap. Eduardo A. Toledo,03,México,CET,
EA0684,Rancho Santa María,03,México,CFF,
EA0685,Rincón De María,03,México,CGB,
EA0686,La Cieneguita,03,México,CGT,
EA0687,Cacaraguas,03,México,CGU,
EA0688,Campo Gaxiola,03,México,CGX,
EA0689,Cap.P.A. José Covarrubias Pérez,03,México,CGZ,
EA0690,Charole,03,México,CHA,
EA0691,Chicorrabias,03,México,CHB,
EA0692,Chiconcuac,03,México,CHC  ,
EA0693,Chilicote,03,México,CHE,
EA0694,Chapotan,03,México,CHF,
EA0695,Chilpancingo,03,México,CHG  ,
EA0696,Meza Y Tinaja,03,México,CHI,
EA0697,Cusihuiriachi,03,México,CHI,
EA0698,Chicuras,03,México,CHK,
EA0699,La Cholla,03,México,CHL,
EA0700,Chamela,03,México,CHM,
EA0701,Cahuisori,03,México,CHR,
EA0702,Chínipas,03,México,CHS,
EA0703,Chavarín,03,México,CHV,
EA0704,Coahuayana,03,México,CHY,
EA0705,Chivato Bay,03,México,CIB,
EA0706,Rancho El Cíbolo,03,México,CIC,
EA0707,Ciénega De Araujo,03,México,CIE,
EA0708,La Ciénega,03,México,CIM,
EA0709,La Ciruelilla,03,México,CIR,
EA0710,Cuixmala,03,México,CIX,
EA0711,El Cajoncito,03,México,CJC,
EA0712,Jiménez,03,México,CJM,
EA0713,Colonia Juárez Nuevo,03,México,CJN,
EA0714,Cuajinicuilapa,03,México,CJP,
EA0715,El Caracol,03,México,CJT,
EA0716,La Colonia,03,México,CLD,
EA0717,Cinco Llagas,03,México,CLL,
EA0718,Pablo L. Sidar                       ,03,México,CLM  ,
EA0719,Coluta,03,México,CLU,
EA0720,Mosqueda,03,México,CMB,
EA0721,5 De Mayo,03,México,CMF,
EA0722,Camagüey,03,México,CMG,
EA0723,Hacienda Cuajomulco,03,México,CML,
EA0724,Rancho La Mezquitosa,03,México,CMM,
EA0725,Cemetam,03,México,CMM,
EA0726,Centro Medico Nacional 20 De Noviembre,03,México,CMN,
EA0727,Cumpas,03,México,CMP,
EA0728,El Camarón,03,México,CMT,
EA0729,Cananea,03,México,CNA,
EA0730,Ciénega De Los Beltrán,03,México,CNB,
EA0731,Cielito Lindo,03,México,CND,
EA0732,Ciénega De Nuestra Señora,03,México,CNE,
EA0733,Ciénega De Los Acosta,03,México,CNG,
EA0734,Ciénega Prieta,03,México,CNP,
EA0735,Las Canteras,03,México,CNR,
EA0736,Las Cañas,03,México,CNZ,
EA0737,El Cobano,03,México,COB,
EA0738,Cerro De Ortega,03,México,COG,
EA0739,Costalegre,03,México,COJ,
EA0740,Concheros,03,México,CON,
EA0741,Pista Colorado,03,México,COR,
EA0742,Insurgente Marcos Escobedo,03,México,COT,
EA0743,Comedero,03,México,COW,
EA0744,Campo Arcadia,03,México,CPA,
EA0745,Campo Pesquero El Castillo,03,México,CPC,
EA0746,El Capiro,03,México,CPG,
EA0747,Campo 107,03,México,CPI,
EA0748,Campo Puerto Rico                    ,03,México,CPK  ,
EA0749,Copalquin,03,México,CPQ,
EA0750,Club De Paracaidismo Atlixco,03,México,CPU,
EA0751,Campo La Primavera,03,México,CPV,
EA0752,Campo El Porvenir,03,México,CPW,
EA0753,Cerros Prietos,03,México,CPZ,
EA0754,Candelaria,03,México,CRA,
EA0755,Carrizalejo,03,México,CRG,
EA0756,El Carrizo Ahome,03,México,CRH,
EA0757,Curachitos,03,México,CRI,
EA0758,El Carrizo,03,México,CRJ,
EA0759,Carrizal,03,México,CRM,
EA0760,El Caimanero,03,México,CRO  ,
EA0761,El Carrizo De La Petaca,03,México,CRP,
EA0762,El Corral Falso,03,México,CRR,
EA0763,El Control,03,México,CRT,
EA0764,Ing. Juan Antonio Perdomo Diaz,03,México,CRV,
EA0765,El Cristo                            ,03,México,CRX  ,
EA0766,El Carrizal,03,México,CRZ,
EA0767,Campo Ceuta,03,México,CSE,
EA0768,La Constancia,03,México,CSI,
EA0769,Rancho Las Palmas,03,México,CSJ,
EA0770,Cabo San Lucas,03,México,CSL,
EA0771,Chapotito                            ,03,México,CSM  ,
EA0772,Campo Santa Aurora,03,México,CSR  ,
EA0773,Cuestecitas,03,México,CSS,
EA0774,Ciénega De Silva,03,México,CSV,
EA0775,Campo San Javier,03,México,CSX,
EA0776,Chino De Los López,03,México,CSZ,
EA0777,Canoitas,03,México,CTC,
EA0778,El Contadero,03,México,CTF,
EA0779,El Centenario,03,México,CTI,
EA0780,Chantol,03,México,CTK,
EA0781,Rancho Coyotillos,03,México,CTL,
EA0782,Centro Turístico Mauros,03,México,CTU,
EA0783,Constitucionalista,03,México,CUC,
EA0784,Cuautla,03,México,CUJ,
EA0785,La Curva,03,México,CUV,
EA0786,Covadonga,03,México,CVD,
EA0787,Calaveras,03,México,CVE,
EA0788,Campo Verde,03,México,CVG,
EA0789,Casa Vieja,03,México,CVI,
EA0790,Calera,03,México,CVR,
EA0791,Campo San Pablo,03,México,CWP,
EA0792,Campeche,03,México,CXE,
EA0793,Cap. Rogelio Castillo,03,México,CYA,
EA0794,El Cayal,03,México,CYL,
EA0795,Rancho El Coyote,03,México,CYO,
EA0796,El Colomo Y La Arena,03,México,CYR,
EA0797,Coyotes,03,México,CYS,
EA0798,La Coyotera,03,México,CYT,
EA0799,Cosalá,03,México,CZP,
EA0800,Rancho El Durangueño,03,México,DAG,
EA0801,Dos Amigos ,03,México,DAS,
EA0802,Rancho Dublán,03,México,DBN,
EA0803,"Ganadería 21 De Enero, S.A. De C.V.",03,México,DDD,
EA0804,El Diamante Del Mar,03,México,DDM,
EA0805,Delicias,03,México,DEI,
EA0806,Rubén Prieto Chacón,03,México,DEL,
EA0807,Desierto De Sonora,03,México,DES,
EA0808,De Fontes,03,México,DFS,
EA0809,San Diego,03,México,DIH,
EA0810,Rancho De Lauro,03,México,DLA,
EA0811,Dolores,03,México,DLD,
EA0812,Los Terreros,03,México,DLM,
EA0813,Dolores Nay,03,México,DNY,
EA0814,Dificultades,03,México,DTS,
EA0815,El Duraznito,03,México,DZN,
EA0816,El Saucito,03,México,EAC,
EA0817,El Álamo,03,México,EAE,
EA0818,El Águila Ranch,03,México,EAG,
EA0819,Aguaje,03,México,EAJ,
EA0820,Elmore And Sthal,03,México,EAS  ,
EA0821,El Álamo,03,México,EAU,
EA0822,El Bajío,03,México,EBA,
EA0823,El Blanquillo,03,México,EBC,
EA0824,El Barril,03,México,EBI,
EA0825,Rancho El Bajío,03,México,EBJ,
EA0826,El Bonito,03,México,EBO,
EA0827,El Buen Pastor,03,México,EBP,
EA0828,El Cedrito,03,México,ECE,
EA0829,El Cedroso,03,México,ECF,
EA0830,Enrique Cárdenas González,03,México,ECG,
EA0831,Esmeralda Comaltitlán,03,México,ECH,
EA0832,Los Encinos,03,México,ECV,
EA0833,El Capullo,03,México,ECW,
EA0834,El Coyote,03,México,ECX,
EA0835,El Dos De Abril,03,México,EDA,
EA0836,El Duraznito De Choix,03,México,EDC,
EA0837,El Dorado,03,México,EDD,
EA0838,El Cortijo De Guanetipa,03,México,EDG,
EA0839,El Llano De La Vega Del Oso,03,México,EDO,
EA0840,El Desemboque,03,México,EDQ,
EA0841,El Dury,03,México,EDR,
EA0842,El Alto Del Tejocote,03,México,EDT,
EA0843,El Divisadero,03,México,EDV,
EA0844,El Encino,03,México,EEC,
EA0845,La Ensenada,03,México,EEG,
EA0846,Ejido Eréndira,03,México,EER,
EA0847,El Frater,03,México,EFE,
EA0848,Nuevo Ciudad Acuña,03,México,EFN,
EA0849,El Fortín,03,México,EFO,
EA0850,El Guamúchil,03,México,EGM,
EA0851,La Herradura De México,03,México,EGO,
EA0852,El Huerfanito,03,México,EHF,
EA0853,Ex Hacienda Sinaloa,03,México,EHS,
EA0854,El Chapote,03,México,EHT,
EA0855,El Huajuco,03,México,EHU,
EA0856,Rancho El Infante,03,México,EIF  ,
EA0857,El Capulín,03,México,EIN,
EA0858,Ejido Juan Álvarez,03,México,EJJ,
EA0859,Mesa De San Rafael,03,México,EJL,
EA0860,Ejido Oaxaca,03,México,EJO,
EA0861,Rancho El Jaralito,03,México,EJR,
EA0862,El Capitán,03,México,EKP,
EA0863,El Arenoso,03,México,ELA,
EA0864,El Borrego,03,México,ELB,
EA0865,El Coche,03,México,ELC,
EA0866,Aerofumigaciones La 300,03,México,ELD,
EA0867,El Limón De Los Peña,03,México,ELI,
EA0868,El Cardal,03,México,ELJ,
EA0869,El Muchacho,03,México,ELM,
EA0870,El Pelón,03,México,ELP,
EA0871,C.P.A Jesús Ernesto Lozano Jiménez,03,México,ELQ,
EA0872,El Rosario,03,México,ELR,
EA0873,El Salto,03,México,ELS,
EA0874,El Toro,03,México,ELT,
EA0875,El Viejo,03,México,ELV,
EA0876,El Potrero,03,México,ELX,
EA0877,El Limonal,03,México,ELY,
EA0878,El Mambo,03,México,EMA,
EA0879,Ejido Mondongo,03,México,EMN,
EA0880,El Amate,03,México,EMV,
EA0881,El Maguey Coyol,03,México,EMX,
EA0882,El Maguey,03,México,EMY,
EA0883,Las Encantadas,03,México,END,
EA0884,El Encinal,03,México,ENL,
EA0885,La Encantada,03,México,ENT,
EA0886,Palo Blanco,03,México,ENW,
EA0887,Platanar,03,México,EPA,
EA0888,El Pino Castañeda,03,México,EPH,
EA0889,El Palmar,03,México,EPM,
EA0890,El Pinto,03,México,EPN,
EA0891,El Pinal,03,México,EPP,
EA0892,El Potrero,03,México,EPT,
EA0893,El Puma,03,México,EPU,
EA0894,El Pinalito,03,México,EPY,
EA0895,La Esperanza ,03,México,EPZ,
EA0896,El Rodeo,03,México,ERD,
EA0897,El Ranchito                          ,03,México,ERG  ,
EA0898,Eréndira,03,México,ERN,
EA0899,El Paraíso,03,México,ERP,
EA0900,El Rodríguez,03,México,ERZ,
EA0901,Estrella,03,México,ESA,
EA0902,Escárcega,03,México,ESC,
EA0903,El Seco,03,México,ESE,
EA0904,El Sauzal,03,México,ESL,
EA0905,La Estrella,03,México,EST,
EA0906,El Tigre,03,México,ETG,
EA0907,Rancho El Tiro,03,México,ETI,
EA0908,El Trapiche,03,México,ETN CHECAR SP 611,
EA0909,El Tigre,03,México,ETR,
EA0910,Los Eucaliptos,03,México,ETS,
EA0911,El Tule,03,México,ETT,
EA0912,El Vikingo                           ,03,México,EVK  ,
EA0913,El Varal,03,México,EVL,
EA0914,Guamúchil Évora,03,México,EVO,
EA0915,El Verano,03,México,EVS,
EA0916,El Carrizal,03,México,EXL,
EA0917,El Zamora,03,México,EZM,
EA0918,El Zorrillo,03,México,EZO,
EA0919,El Carrizo,03,México,EZS,
EA0920,Fumigaciones Aéreas De Abasolo,03,México,FAB,
EA0921,Fernando Amaya,03,México,FAC,
EA0922,Fumigaciones Aéreas Pérez,03,México,FAP,
EA0923,Pista Aérea José Galindo,03,México,FAR,
EA0924,Francisco Bruno Barrera,03,México,FBB,
EA0925,Familia Baldenebro Jaimes,03,México,FBJ,
EA0926,Campo De Aviación Parral,03,México,FCO,
EA0927,Felipe Carrillo Puerto,03,México,FCQ,
EA0928,Rancho Los Flores,03,México,FFR,
EA0929,Fertilizantes Y Fumigaciones Del Valle ,03,México,FFV,
EA0930,Pista El Álamo,03,México,FGD,
EA0931,Alhué,03,México,FLH,
EA0932,Finca La Isla,03,México,FLI,
EA0933,Las Flores,03,México,FLO,
EA0934,El Fresnal,03,México,FNL,
EA0935,El Fénix,03,México,FNY,
EA0936,La Alameda Mocorito,03,México,FRA,
EA0937,Feria,03,México,FRI,
EA0938,El Frijolar,03,México,FRJ,
EA0939,Farallón,03,México,FRL,
EA0940,El Freno,03,México,FRN,
EA0941,José Ángel  Espinoza Ferrusquilla,03,México,FRR antes CHX,
EA0942,Francisco Sarabia,03,México,FSA,
EA0943,Felipe Terrones Acosta,03,México,FTA,
EA0944,El Fuerte,03,México,FTE,
EA0945,La Fortuna,03,México,FTN,
EA0946,La Platanera,03,México,FUP,
